0.0,0.225556,0.040388,0.037303,0.144613,0.072861,0.156156,0.156743,1.0,0.825401,0.362827,0.212076,0.18582,0.16267,0.134992,0.090657,0.094048,0.057302,0.046266,0.091474,0.114432,0.012837,0.09202,0.096734,0.162823,0.134997,0.08067,0.09909,0.058775,0.083852,0.101784,0.068386,0.124363,0.09889,0.190729,0.13421,0.136096,0.085231,0.163432,0.09383,0.095169,0.099898,0.092128,0.076445,0.071567,0.107377,0.13035,0.042981,0.049902,0.05577,0.078448,0.053574,0.100697,0.01444,0.028349,0.141824,0.121426,0.081789,0.315258,0.391749,0.148817,0.129263,0.110673,0.069174,0.026828,0.037163,0.072913,0.053251,0.116338,0.099543,0.086384,0.063297,0.0318,0.020742,0.049164,0.073917,0.096866,0.080224,0.077475,0.009565,0.019248,0.071679,0.022619,0.040241,0.042869,0.050213,0.044176,0.026639,0.038546,0.060503,0.05333,0.058703,0.144827,0.050413,0.093291,0.04858,0.075462,0.013947,0.058114,0.052495,0.391556,0.366077,0.121765,0.130958,0.18693,0.164254,0.116541,0.115553,0.141935,0.162628,0.076626,0.027632,0.023025,0.056596,0.045214,0.085543,0.04408,0.029994,0.053534,0.080273,0.066335,0.056822,0.111268,0.031343,0.048243,0.025544,0.023681,0.027053
0.0,0.178843,0.040698,0.165369,0.190679,0.138046,0.248685,0.263168,1.0,0.820254,0.323667,0.141683,0.064057,0.064706,0.092793,0.068186,0.068096,0.12318,0.098481,0.045562,0.143279,0.099295,0.051729,0.068387,0.062895,0.207305,0.145202,0.004692,0.068021,0.073778,0.045692,0.126887,0.071015,0.258368,0.414663,0.10236,0.075572,0.176287,0.091995,0.022616,0.117961,0.02996,0.065502,0.088632,0.057555,0.111541,0.015416,0.120704,0.034019,0.107895,0.073991,0.148823,0.158677,0.092104,0.114444,0.043407,0.037301,0.179435,0.137775,0.462172,0.201271,0.124167,0.179279,0.082747,0.03329,0.094531,0.102388,0.075392,0.007252,0.111942,0.055963,0.03094,0.020721,0.122539,0.05684,0.015507,0.099458,0.04263,0.041995,0.039861,0.036353,0.03462,0.04633,0.011286,0.038243,0.047812,0.074375,0.0598,0.026652,0.057977,0.077143,0.031724,0.167327,0.034899,0.012087,0.05477,0.057411,0.120301,0.098894,0.102873,0.170615,0.365202,0.219157,0.264837,0.205427,0.074513,0.083464,0.013557,0.126685,0.179292,0.039779,0.032151,0.030833,0.010887,0.033592,0.04069,0.046309,0.046785,0.063783,0.055024,0.002112,0.046164,0.118203,0.050674,0.044983,0.024256,0.110044,0.021811
0.0,0.231636,0.099999,0.085463,0.104471,0.155391,0.179073,0.171546,1.0,0.597841,0.19075,0.077228,0.058401,0.142597,0.100269,0.079961,0.072146,0.097008,0.080635,0.086403,0.026795,0.072921,0.049468,0.145192,0.185534,0.194885,0.165485,0.163455,0.1229,0.128188,0.122175,0.028916,0.081002,0.162674,0.371311,0.114962,0.03498,0.065689,0.055349,0.099981,0.04464,0.016287,0.255962,0.148488,0.025008,0.151553,0.047932,0.058058,0.069432,0.103929,0.090675,0.12463,0.06706,0.061491,0.080998,0.04346,0.0766,0.10378,0.149627,0.470352,0.0785,0.074237,0.048551,0.08326,0.042129,0.052077,0.022014,0.132296,0.051957,0.045581,0.052666,0.016631,0.027603,0.027189,0.025248,0.027485,0.025002,0.032245,0.022554,0.013641,0.067805,0.030737,0.022941,0.064375,0.068463,0.061019,0.030036,0.032172,0.084235,0.070232,0.067555,0.080257,0.059994,0.038072,0.038919,0.051474,0.058476,0.016337,0.051534,0.10891,0.228246,0.481228,0.097105,0.145648,0.093075,0.056861,0.015724,0.061844,0.021297,0.082655,0.143571,0.04604,0.011246,0.009518,0.084869,0.033691,0.031835,0.061244,0.025742,0.070296,0.014684,0.027411,0.063191,0.053936,0.033894,0.065329,0.044505,0.053316
0.0,0.141556,0.083792,0.146977,0.117154,0.234403,0.344195,0.29775,1.0,0.894461,0.432745,0.214474,0.151119,0.136014,0.023114,0.041314,0.074039,0.059835,0.088401,0.01366,0.129314,0.163726,0.11728,0.071037,0.146359,0.084557,0.082523,0.021294,0.076661,0.043138,0.074965,0.108788,0.149961,0.111351,0.59964,0.26866,0.142344,0.147025,0.114484,0.136222,0.138418,0.045069,0.131386,0.060264,0.018241,0.077755,0.057501,0.087564,0.006912,0.115033,0.082042,0.188213,0.032167,0.090804,0.051214,0.073816,0.150205,0.091248,0.137909,0.421161,0.018578,0.193603,0.217069,0.085597,0.063245,0.058333,0.073933,0.069192,0.0399,0.073841,0.071971,0.063984,0.069044,0.05917,0.062264,0.043678,0.05328,0.107633,0.017987,0.070718,0.066533,0.029862,0.046447,0.026367,0.070608,0.006296,0.043503,0.079018,0.062366,0.054003,0.019593,0.154251,0.041924,0.11011,0.100226,0.08282,0.115797,0.087627,0.111784,0.033482,0.225175,0.368299,0.359896,0.319609,0.13184,0.107299,0.081242,0.066378,0.035377,0.02619,0.062784,0.031249,0.037506,0.071534,0.030426,0.014835,0.062119,0.071237,0.059351,0.085498,0.033733,0.038602,0.055906,0.080972,0.041014,0.028296,0.023451,0.01688
0.0,0.095688,0.166146,0.046922,0.117369,0.145378,0.297514,0.215313,0.80796,1.0,0.251927,0.227904,0.099267,0.156471,0.107457,0.109733,0.117498,0.134823,0.093758,0.043454,0.062622,0.064919,0.142018,0.09747,0.11262,0.180475,0.144456,0.050183,0.013686,0.089172,0.054539,0.151924,0.079173,0.074532,0.437729,0.072108,0.314918,0.02484,0.130339,0.05119,0.094932,0.095848,0.076549,0.079514,0.061654,0.034028,0.044126,0.055115,0.055361,0.120207,0.064308,0.135736,0.070189,0.046769,0.036691,0.044971,0.214672,0.210099,0.126157,0.210651,0.301677,0.194722,0.077228,0.061039,0.019586,0.02704,0.089223,0.066417,0.050858,0.074918,0.024728,0.044754,0.018316,0.026225,0.071836,0.043336,0.128105,0.120834,0.054516,0.049278,0.061301,0.033324,0.039809,0.025706,0.047185,0.073085,0.065153,0.042086,0.037538,0.044096,0.046702,0.08056,0.149576,0.100352,0.056417,0.082174,0.062106,0.06984,0.068811,0.14061,0.328557,0.256234,0.254067,0.302597,0.08387,0.162065,0.154501,0.046846,0.067498,0.130369,0.047179,0.056282,0.08463,0.047757,0.034963,0.035966,0.047729,0.033235,0.056715,0.031066,0.037189,0.033799,0.068602,0.08066,0.110733,0.09404,0.056614,0.010489
0.0,0.105412,0.152625,0.039651,0.138904,0.089572,0.19167,0.307444,1.0,0.850554,0.232706,0.127447,0.045071,0.107214,0.068945,0.130466,0.066749,0.095345,0.111003,0.056074,0.046467,0.167839,0.10661,0.213718,0.075768,0.106754,0.005519,0.045571,0.022082,0.163594,0.084659,0.084944,0.224499,0.085057,0.649271,0.104093,0.236795,0.084056,0.093692,0.11878,0.017764,0.025233,0.068096,0.112942,0.087603,0.128209,0.068237,0.107656,0.106618,0.051522,0.090281,0.215138,0.069329,0.026785,0.110826,0.096373,0.151864,0.062662,0.067136,0.485553,0.199255,0.088779,0.096438,0.055411,0.018157,0.01905,0.089071,0.055635,0.076891,0.139979,0.082302,0.048489,0.090454,0.031771,0.041949,0.076199,0.051946,0.045159,0.036451,0.051676,0.084285,0.04087,0.102771,0.054462,0.013578,0.051743,0.051761,0.083075,0.031602,0.046353,0.074393,0.022336,0.091716,0.095776,0.095711,0.064821,0.069363,0.070309,0.103161,0.166369,0.159801,0.350259,0.362178,0.177553,0.033311,0.018901,0.110927,0.127253,0.114215,0.103673,0.098597,0.086667,0.03845,0.018386,0.080883,0.040653,0.034699,0.054099,0.008109,0.045482,0.035705,0.033396,0.018612,0.016359,0.070479,0.05058,0.059693,0.057759
0.0,0.151689,0.04832,0.134712,0.04405,0.15977,0.324649,0.33781,0.972457,1.0,0.35502,0.270955,0.251195,0.137468,0.15605,0.112829,0.092414,0.016435,0.043608,0.12972,0.122753,0.017587,0.178685,0.218958,0.029026,0.080497,0.145359,0.093026,0.130828,0.076968,0.09725,0.150799,0.096971,0.104611,0.365664,0.196881,0.2002,0.070718,0.112805,0.037211,0.170036,0.073951,0.171629,0.107087,0.073321,0.072822,0.045377,0.121875,0.040868,0.050598,0.045871,0.158362,0.090148,0.126392,0.092123,0.158241,0.183859,0.079088,0.1094,0.337404,0.403233,0.015849,0.125384,0.086848,0.071266,0.070771,0.105103,0.044739,0.07927,0.045564,0.064692,0.057928,0.100962,0.02444,0.053756,0.049941,0.029077,0.11072,0.065316,0.076622,0.016723,0.017418,0.032353,0.064485,0.023105,0.084061,0.10833,0.093846,0.076165,0.030437,0.114974,0.118598,0.045715,0.063336,0.16072,0.032655,0.131885,0.034362,0.060569,0.069629,0.271982,0.165585,0.538525,0.087903,0.1212,0.071582,0.124001,0.036269,0.015512,0.086019,0.035221,0.159068,0.075514,0.091949,0.028443,0.057773,0.028324,0.073699,0.026692,0.068807,0.052579,0.0773,0.015133,0.037137,0.013513,0.040174,0.005012,0.039377
0.0,0.093578,0.194805,0.074586,0.12183,0.115388,0.309184,0.31099,1.0,0.856012,0.355702,0.14424,0.143779,0.149433,0.077521,0.089575,0.105638,0.138987,0.126654,0.115899,0.108778,0.094727,0.169387,0.044502,0.114916,0.210883,0.101047,0.051797,0.089708,0.048533,0.06824,0.057221,0.14281,0.060807,0.401179,0.22905,0.26601,0.070127,0.106817,0.055803,0.075528,0.020467,0.10914,0.068733,0.076213,0.095995,0.101541,0.065849,0.049213,0.016079,0.077341,0.177045,0.098371,0.113817,0.067987,0.147212,0.152663,0.080451,0.160084,0.354369,0.206984,0.123509,0.023885,0.105476,0.082179,0.026751,0.045172,0.065738,0.139959,0.033011,0.083753,0.150175,0.072587,0.058429,0.034251,0.041055,0.043094,0.034804,0.066717,0.048702,0.048398,0.03686,0.02482,0.055284,0.070958,0.055102,0.026129,0.024174,0.047872,0.03746,0.062257,0.008744,0.052771,0.06046,0.08763,0.097737,0.062588,0.01051,0.159841,0.212579,0.200494,0.315183,0.267527,0.267761,0.102613,0.138235,0.053327,0.08507,0.054912,0.048573,0.07446,0.068829,0.114576,0.072175,0.070947,0.057949,0.055438,0.023222,0.06503,0.021189,0.084833,0.026626,0.03062,0.065896,0.052476,0.082094,0.046569,0.066682
0.0,0.13436,0.221031,0.198392,0.164336,0.170365,0.125009,0.278349,1.0,0.823909,0.270426,0.160962,0.144143,0.120549,0.105534,0.070458,0.050352,0.052835,0.062319,0.033088,0.181073,0.075887,0.08224,0.119338,0.072934,0.209404,0.010449,0.108041,0.056769,0.050612,0.079974,0.12578,0.099216,0.060131,0.233323,0.107152,0.170764,0.083943,0.130967,0.10801,0.026879,0.048592,0.069132,0.215639,0.081708,0.067334,0.067261,0.042213,0.029028,0.086427,0.050569,0.191883,0.061974,0.008059,0.050402,0.117744,0.070087,0.071226,0.110038,0.355867,0.306787,0.094297,0.090563,0.074011,0.054129,0.035248,0.133871,0.147947,0.0458,0.119172,0.034461,0.045675,0.059847,0.030392,0.059244,0.028581,0.062079,0.066207,0.080919,0.007328,0.050264,0.07283,0.097971,0.029731,0.132939,0.066679,0.015965,0.040864,0.033036,0.051784,0.067487,0.108269,0.088417,0.115039,0.064965,0.014536,0.050482,0.062653,0.121072,0.125001,0.250799,0.144347,0.330477,0.205321,0.063388,0.131767,0.093749,0.049007,0.089237,0.01502,0.120977,0.031679,0.093053,0.08419,0.044784,0.039591,0.076267,0.016448,0.080931,0.055209,0.035312,0.057168,0.036436,0.015703,0.047857,0.094902,0.048696,0.068339
0.0,0.065419,0.072541,0.165763,0.139271,0.143209,0.155239,0.292638,1.0,0.690796,0.272474,0.216879,0.102716,0.032104,0.056408,0.003454,0.007642,0.075291,0.098452,0.080263,0.067726,0.121044,0.212468,0.106786,0.146598,0.064434,0.138844,0.073876,0.128877,0.081401,0.129403,0.177902,0.069705,0.198217,0.380686,0.227741,0.132651,0.095436,0.124406,0.150335,0.038956,0.08046,0.168888,0.072646,0.018666,0.037833,0.106376,0.055875,0.037219,0.081951,0.136257,0.03715,0.166792,0.081499,0.013584,0.120257,0.047244,0.041077,0.063092,0.558029,0.199152,0.062534,0.069165,0.075452,0.089924,0.032093,0.020933,0.070908,0.055632,0.033935,0.006797,0.045474,0.054635,0.032147,0.025532,0.011238,0.058144,0.023692,0.044163,0.021525,0.044869,0.065157,0.042399,0.053968,0.058263,0.090841,0.063557,0.066132,0.083091,0.062432,0.056806,0.015085,0.082271,0.054596,0.103207,0.073757,0.043646,0.045182,0.01912,0.129527,0.28397,0.504154,0.161868,0.117618,0.01767,0.021661,0.057148,0.130632,0.026098,0.044851,0.037352,0.087691,0.122433,0.087129,0.04522,0.01391,0.047625,0.038158,0.040992,0.023436,0.039867,0.027556,0.121523,0.012141,0.018323,0.043903,0.056602,0.022686
